x,y
2.0,4.458053603475723
2.1,10.172748086215197
2.2,6.266582100342875
2.3000000000000003,11.871502019241122
2.4000000000000004,12.12903797936918
2.5000000000000004,9.806321463545386
2.6000000000000005,10.396545067371763
2.7000000000000006,11.635609764009061
2.8000000000000007,7.186741563678936
2.900000000000001,3.9236174514831834
3.000000000000001,6.479516939176277
3.100000000000001,9.906860796363736
3.200000000000001,7.266069831937873
3.300000000000001,6.191532761768509
3.4000000000000012,13.687607005290664
3.5000000000000013,10.872512012708043
3.6000000000000014,9.61680158062766
3.7000000000000015,11.822623849687648
3.8000000000000016,7.862090257262201
3.9000000000000017,11.783019056611577
4.000000000000002,8.380715223897566
4.100000000000001,15.153027466522747
4.200000000000002,11.155384399142998
4.3000000000000025,13.049519798875526
4.400000000000002,15.394421265372102
4.500000000000002,15.733220484588129
4.600000000000002,10.324608847883287
4.700000000000003,4.152214954424039
4.8000000000000025,10.19397063143861
4.900000000000002,17.75938711819745
5.000000000000003,14.610704327549996
5.100000000000003,12.736939445714823
5.200000000000003,10.580704731925787
5.3000000000000025,16.324644362395116
5.400000000000003,10.421190237284753
5.5000000000000036,11.176685420600169
5.600000000000003,11.017441966312795
5.700000000000003,15.05716943975564
5.800000000000003,16.120830802748028
5.900000000000004,7.08176621327099
6.0000000000000036,16.131722874011317
6.100000000000003,16.52153185651804
6.200000000000004,14.671995097016975
6.300000000000004,9.478775790723589
6.400000000000004,9.44145431152009
6.5000000000000036,19.096253576610874
6.600000000000004,14.050460515011068
6.700000000000005,10.798552154928991
6.800000000000004,13.42044617271004
6.900000000000004,8.169544200736834
7.000000000000004,11.153536891239249
7.100000000000005,19.451903625108773
7.200000000000005,16.756121630843783
7.300000000000004,25.869498995476075
7.400000000000005,22.56446638279181
7.500000000000005,21.41833599247721
7.600000000000005,16.960140848080748
7.700000000000005,20.577114623318607
7.800000000000005,8.752660744760487
7.900000000000006,14.279308531538804
8.000000000000005,20.4021213791389
8.100000000000005,25.68089816228403
8.200000000000006,22.348583503578475
8.300000000000006,18.62193141276229
8.400000000000006,25.82877501492519
8.500000000000005,18.928064216310098
8.600000000000005,18.702212805467873
8.700000000000006,20.47305446366211
8.800000000000006,16.981195530760207
8.900000000000006,20.074079504748074
9.000000000000007,22.135752296188787
9.100000000000007,19.23766409891505
9.200000000000006,18.000185422108117
9.300000000000006,20.67926899286528
9.400000000000006,17.574926513919696
9.500000000000007,16.242018963829963
9.600000000000007,20.839157877385837
9.700000000000006,19.756241785237144
9.800000000000008,19.376114116028084
9.900000000000007,21.389737554513175
10.000000000000007,23.965234053197307
10.100000000000007,26.6951710225123
10.200000000000006,20.418818613488764
10.300000000000008,25.417580841630393
10.400000000000007,24.265087128936024
10.500000000000007,23.40584724347957
10.600000000000009,21.595950089869348
10.700000000000008,24.351120796176676
10.800000000000008,26.06715076792288
10.900000000000007,31.995075768749082
11.000000000000007,22.996487592186778
11.100000000000009,25.159913779847937
11.200000000000008,29.620786333059584
11.300000000000008,25.285781685880785
11.40000000000001,33.64523697291878
11.500000000000009,27.36253369838895
11.600000000000009,24.07798657973178
11.700000000000008,28.239496529970747
11.800000000000008,27.964753158191932
11.90000000000001,24.995570851536392
12.000000000000009,28.329832113607786
12.100000000000009,35.51699533712297
12.20000000000001,29.647319704698326
12.30000000000001,26.097348165988883
12.40000000000001,25.450874752232124
12.500000000000009,30.184797016973853
12.600000000000009,28.493571972263258
12.70000000000001,28.317861315791436
12.80000000000001,23.58259115220403
12.90000000000001,29.0034262099363
13.00000000000001,26.842049438406207
13.10000000000001,30.09922291846435
13.20000000000001,30.11926317680307
